,MSE,NMSE,NRMSD,PSNR,RMSD,basis_count,e_cur,runtime
200,88.16501663063097,0.0027293814650242295,0.10650055061572536,28.677840670982306,9.389622816206781,201,291.79557405494216,3.5929416810395196
201,84.05796385831577,0.0026019059564492356,0.1090713194975518,28.885014950153824,9.168313032304022,202,286.27768537793867,3.7429142750333995
202,82.59748661907888,0.00255658318949496,0.11003138608288804,28.961135286089355,9.088315939660047,203,287.2484647767892,4.0905861660139635
203,78.94361845212539,0.0024432112047951034,0.11254895982161689,29.157633320719608,8.885022141341315,204,285.34356994334365,3.6322173160733655
204,78.07362262354388,0.0024162208099092904,0.11317430454266925,29.205760297302717,8.835927943546388,205,282.4805766522868,3.845289353048429
205,75.03767590165663,0.0023220462242914516,0.11544106183784755,29.378009864392883,8.662428983931505,206,276.18200544674824,4.055755713023245
206,73.7052866652226,0.002280721308342984,0.11647981713915873,29.455817212152322,8.585178312954403,207,274.74158098422805,3.748624090105295
207,71.42407940062441,0.002209976097079434,0.11832531636488615,29.592357094862898,8.451276791149631,208,271.12967060130325,3.6751503839623183
208,67.92178702094154,0.0021013818083258917,0.12133761330241077,29.810712572020318,8.241467528355708,209,266.4488262463788,3.7266096009407192
209,66.24138838032943,0.0020492866611481705,0.1228670091655785,29.919509344401668,8.13888127326658,210,268.450631774496,3.731227634008974
210,64.19954972609489,0.0019859935623926157,0.12480558174457408,30.05548378782828,8.012462151304984,211,264.3201392731326,3.9952678320696577
211,62.77554683994602,0.0019418569248959195,0.12621319121647745,30.152898563123145,7.923102097029043,212,260.42181408828617,3.9687542089959607
212,59.53683599283693,0.0018414883143203018,0.12960063353937726,30.38294609955317,7.716011663601664,213,256.9233979636999,3.9740000260062516
213,58.58679755010029,0.0018120501553178566,0.13064720415984704,30.452806014562487,7.6542013005995795,214,255.22149863936863,3.916272906004451
214,53.18489071876131,0.0016446980266418122,0.13712159754655645,30.872920896529415,7.292797180695574,215,252.35378530034342,3.9678848639596254
215,54.28320385439145,0.0016787194535954526,0.13572731688440842,30.784148885857974,7.36771361104593,216,250.08614142460627,4.3617763969814405
216,48.34114227536388,0.001494685291554875,0.14382737222922573,31.28763452528463,6.9527794640247205,217,249.87320999890593,4.476886341930367
